=== Exact Rules (ER) ===
Rule: 30 => 39 (support: 4, confidence: 1.0)
Rule: 32 65 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 32 65 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 65 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 41 65 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 41 65 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 48 65 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 32 78 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 32 78 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 39 78 16431 => 16430 (support: 15, confidence: 1.0)
Rule: 41 78 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 48 78 16431 => 16430 (support: 17, confidence: 1.0)
Rule: 39 89 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 89 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 103 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 103 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 105 16431 => 38 16430 (support: 3, confidence: 1.0)
Rule: 110 16430 16431 => 38 (support: 14, confidence: 1.0)
Rule: 39 123 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 123 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 123 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 123 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 123 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 48 123 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 147 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 147 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 150 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 150 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 150 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 150 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 150 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 150 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 156 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 39 156 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 170 16431 => 38 16430 (support: 8, confidence: 1.0)
Rule: 178 => 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 185 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 185 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 185 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 185 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 185 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 48 185 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 186 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 186 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 186 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 201 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 204 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 204 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 48 204 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 48 204 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 48 225 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 237 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 237 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 41 237 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 255 16431 => 48 16430 (support: 6, confidence: 1.0)
Rule: 237 249 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 237 249 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 270 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 39 271 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 39 271 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 271 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 38 286 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 38 286 16430 => 16431 (support: 8, confidence: 1.0)
Rule: 290 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 297 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 297 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 41 297 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 41 297 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 48 297 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 41 301 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 301 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 48 301 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 309 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 310 16431 => 16430 (support: 11, confidence: 1.0)
Rule: 39 338 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 345 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 345 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 345 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 396 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 396 16431 => 39 16430 (support: 4, confidence: 1.0)
Rule: 407 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 407 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 41 413 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 424 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 424 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 424 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 32 438 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 438 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 41 438 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 48 438 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 451 => 41 16430 16431 (support: 3, confidence: 1.0)
Rule: 533 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 533 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 32 544 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 544 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 39 544 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 544 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 32 548 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 548 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 548 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 548 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 297 544 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 297 544 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 589 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 589 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 48 589 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 592 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 597 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 597 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 597 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 677 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 32 716 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 716 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 716 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 766 16430 => 48 16431 (support: 4, confidence: 1.0)
Rule: 766 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 32 781 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 781 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 793 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 793 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 48 793 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 48 793 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 808 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 808 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 808 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 808 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 808 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 48 808 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 32 824 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 840 16430 => 38 16431 (support: 3, confidence: 1.0)
Rule: 840 16431 => 38 16430 (support: 3, confidence: 1.0)
Rule: 32 842 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 842 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 842 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 910 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 910 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 39 910 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 48 910 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 32 956 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 32 956 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 956 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 48 956 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 48 956 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 48 1004 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 910 956 => 16430 16431 (support: 5, confidence: 1.0)
Rule: 48 1066 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1080 => 32 16430 16431 (support: 3, confidence: 1.0)
Rule: 1355 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 1355 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 1361 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 1361 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 1361 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 1479 16430 => 39 16431 (support: 7, confidence: 1.0)
Rule: 1479 16431 => 39 16430 (support: 7, confidence: 1.0)
Rule: 39 1486 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 39 1486 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 1486 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 41 1486 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 1486 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 48 1486 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 204 1486 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 204 1486 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 32 1570 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 1600 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 48 1600 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 1609 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 1609 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 1609 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 1677 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 1677 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 1677 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 1677 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 1569 1570 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 1569 16431 => 1570 16430 (support: 3, confidence: 1.0)
Rule: 1746 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 1752 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 1752 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 1812 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 1812 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 1486 1677 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 1867 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 1867 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 1872 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 1872 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 1872 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 48 1872 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 795 16430 => 1819 16431 (support: 3, confidence: 1.0)
Rule: 795 16431 => 1819 16430 (support: 3, confidence: 1.0)
Rule: 1819 16430 => 795 16431 (support: 3, confidence: 1.0)
Rule: 1819 16431 => 795 16430 (support: 3, confidence: 1.0)
Rule: 2180 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 2284 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 2284 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 2284 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 2310 => 16430 16431 (support: 7, confidence: 1.0)
Rule: 38 2310 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 38 2310 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 2310 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 41 2310 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 41 2310 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 48 2310 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 48 2310 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 32 2519 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 2519 16430 => 32 16431 (support: 3, confidence: 1.0)
Rule: 2519 16431 => 32 16430 (support: 3, confidence: 1.0)
Rule: 2626 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 2626 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 48 2626 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 2631 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 2631 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 2879 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 2879 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 3012 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 3012 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 48 3270 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 32 3324 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 38 3324 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 38 3324 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 3324 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 41 3324 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 41 3324 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 3324 16430 => 16431 (support: 8, confidence: 1.0)
Rule: 48 3324 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 1403 3324 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 4143 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 4698 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 39 4698 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 41 4698 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 4698 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 4698 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 48 4698 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1486 4698 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 1486 4698 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1677 4698 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1677 4698 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 48 8691 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 8691 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 8691 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 32 9150 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 38 9150 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 9150 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 41 9150 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 41 9150 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 48 9150 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 48 9151 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 781 9150 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 2310 9150 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 32 9510 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 39 9510 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 3324 9510 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 10087 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 10446 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 10515 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 10515 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 10606 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 10797 => 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 10996 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 10996 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 10996 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 12925 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 41 12925 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 48 12925 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 32 12929 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 32 12929 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 39 12929 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 41 12929 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 12929 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 12929 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 78 12929 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 78 12929 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 12959 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 12959 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 12983 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 48 12983 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 48 13052 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 13052 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 13052 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 13174 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 48 13189 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 13382 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 13382 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 13382 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 9150 12929 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 9150 13174 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 14098 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 14098 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 14098 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 39 14098 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 14098 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 48 14098 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 12929 13174 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 12929 13174 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 15028 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 15028 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 15084 => 16430 16431 (support: 7, confidence: 1.0)
Rule: 1609 14953 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 15273 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 2310 15084 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 15345 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 15345 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 15345 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 15345 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 48 15345 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1609 15345 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 1609 15345 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 15578 => 16430 16431 (support: 5, confidence: 1.0)
Rule: 39 15578 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 39 15578 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 15578 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 15578 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 15578 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 48 15578 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 15618 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 39 15618 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 15618 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 15618 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 15618 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 15659 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 15659 16430 => 32 16431 (support: 3, confidence: 1.0)
Rule: 15659 16431 => 32 16430 (support: 3, confidence: 1.0)
Rule: 15818 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 15818 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 38 15879 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 15879 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 32 16155 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 16155 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 16155 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 16155 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 48 16155 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 48 16155 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 32 16405 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 16405 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 16405 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 16405 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 16405 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 48 16405 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 271 16405 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 15345 16155 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 38 237 => 39 41 48 (support: 3, confidence: 1.0)
Rule: 32 39 41 237 => 38 48 (support: 3, confidence: 1.0)
Rule: 39 41 8068 => 38 48 (support: 3, confidence: 1.0)
Rule: 39 48 8068 => 38 41 (support: 3, confidence: 1.0)
Rule: 41 48 8068 => 38 39 (support: 3, confidence: 1.0)
Rule: 38 48 8068 => 39 41 (support: 3, confidence: 1.0)
Rule: 39 41 48 12929 => 38 (support: 4, confidence: 1.0)
Rule: 38 39 48 12929 => 41 (support: 4, confidence: 1.0)
Rule: 38 41 12929 => 39 48 (support: 4, confidence: 1.0)
Rule: 31 32 39 => 48 16430 (support: 3, confidence: 1.0)
Rule: 36 41 48 16430 => 38 (support: 4, confidence: 1.0)
Rule: 39 41 110 16430 => 38 (support: 6, confidence: 1.0)
Rule: 39 48 110 16430 => 38 (support: 6, confidence: 1.0)
Rule: 41 48 110 16430 => 38 (support: 6, confidence: 1.0)
Rule: 39 48 110 16431 => 38 (support: 6, confidence: 1.0)
Rule: 38 237 16430 => 39 41 (support: 7, confidence: 1.0)
Rule: 39 41 237 16430 => 38 (support: 7, confidence: 1.0)
Rule: 32 39 297 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 413 16430 => 41 48 (support: 3, confidence: 1.0)
Rule: 32 39 824 => 41 16430 (support: 3, confidence: 1.0)
Rule: 32 41 824 => 39 16430 (support: 3, confidence: 1.0)
Rule: 41 48 824 16430 => 39 (support: 3, confidence: 1.0)
Rule: 39 48 824 16430 => 41 (support: 3, confidence: 1.0)
Rule: 41 1529 16430 => 38 39 (support: 3, confidence: 1.0)
Rule: 19 32 39 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 19 32 16430 => 39 16431 (support: 4, confidence: 1.0)
Rule: 19 32 16431 => 39 16430 (support: 4, confidence: 1.0)
Rule: 32 38 39 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 32 38 39 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 36 39 16430 => 38 16431 (support: 7, confidence: 1.0)
Rule: 36 39 16431 => 38 16430 (support: 7, confidence: 1.0)
Rule: 32 38 41 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 32 39 41 16431 => 16430 (support: 19, confidence: 1.0)
Rule: 31 32 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 19 39 48 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 19 39 48 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 32 38 48 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 31 39 48 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 11 48 16430 => 41 16431 (support: 3, confidence: 1.0)
Rule: 11 16431 => 41 48 16430 (support: 3, confidence: 1.0)
Rule: 32 39 48 16431 => 16430 (support: 25, confidence: 1.0)
Rule: 19 41 16431 => 48 16430 (support: 5, confidence: 1.0)
Rule: 32 41 48 16431 => 16430 (support: 13, confidence: 1.0)
Rule: 32 39 65 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 32 39 65 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 41 65 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 39 41 65 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 32 48 65 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 48 65 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 48 65 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 41 48 65 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 41 48 65 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 32 39 78 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 32 39 78 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 38 78 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 32 41 78 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 32 41 78 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 41 78 16430 => 16431 (support: 8, confidence: 1.0)
Rule: 39 41 78 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 32 48 78 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 32 48 78 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 48 78 16431 => 16430 (support: 12, confidence: 1.0)
Rule: 41 48 78 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 32 89 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 32 89 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 48 89 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 110 16430 16431 => 38 (support: 12, confidence: 1.0)
Rule: 48 110 16430 16431 => 38 (support: 6, confidence: 1.0)
Rule: 39 41 123 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 48 123 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 156 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 48 156 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 170 16430 => 38 16431 (support: 5, confidence: 1.0)
Rule: 39 170 16431 => 38 16430 (support: 5, confidence: 1.0)
Rule: 41 170 16430 => 38 16431 (support: 5, confidence: 1.0)
